Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Puerto Rican,5978,5990,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
the United States,6001,6018,GPE,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Rican,6275,6287,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
New York,6307,6315,GPE,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Mm-hmm,6352,6358,PERSON,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Rican,6428,6440,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Caucasian,6463,6472,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Hispanic,6476,6484,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Rican,6506,6518,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Rican,6580,6592,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Taino,6612,6617,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Ricans,6710,6723,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Ricans,7202,7215,PERSON,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Hispanic,7244,7252,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Harlem,8081,8087,LOC,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Harlem,8108,8114,LOC,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Puerto Rican,8193,8205,NORP,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
the early 20th century,8218,8240,DATE,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Dubois,8303,8309,GPE,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
Weldon Johnson,8311,8325,PERSON,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
the 1920s,8329,8338,DATE,RG_9_8_97,"Figueroa, Jose-Angel -- Poet and Author of the Book <emph render=""italic"">East 110th Street</emph>","Dr. Roscoe C. Brown, Jr. and Jose-Angel Figueroa discuss Figueroa's thoughts, feelings, and experiences of East Harlem (El Barrio), which are also included in his book <emph render=""italic"">East 110th Street</emph>.",12/30/73,Digital Lab,Reviewed
